source,src_state,src_district,district_code,lgd_district,lgd_state,method,score
PMJAY,KARNATAKA,TUMAKURU,548,Tumakuru,Karnataka,exact_state,100
PMJAY,KARNATAKA,UDUPI,549,Udupi,Karnataka,exact_state,100
PMJAY,KARNATAKA,UTTARA KANNADA,550,Uttara Kannada,Karnataka,exact_state,100
PMJAY,KARNATAKA,VIJAYANAGAR,738,Vijayanagar,Karnataka,exact_state,100
PMJAY,KARNATAKA,VIJAYAPURA,530,Vijayapura,Karnataka,exact_state,100
PMJAY,KARNATAKA,YADGIR,635,Yadgir,Karnataka,exact_state,100
PMJAY,KERALA,ALAPPUZHA,554,Alappuzha,Kerala,exact_state,100
PMJAY,KERALA,ERNAKULAM,555,Ernakulam,Kerala,exact_state,100
PMJAY,KERALA,IDUKKI,556,Idukki,Kerala,exact_state,100
PMJAY,KERALA,KANNUR,557,Kannur,Kerala,exact_state,100
PMJAY,KERALA,KASARGOD,558,Kasaragod,Kerala,fuzzy_state,94
PMJAY,KERALA,KOLLAM,559,Kollam,Kerala,exact_state,100
PMJAY,KERALA,KOTTAYAM,560,Kottayam,Kerala,exact_state,100
PMJAY,KERALA,KOZHIKODE,561,Kozhikode,Kerala,exact_state,100
PMJAY,KERALA,MALAPPURAM,562,Malappuram,Kerala,exact_state,100
PMJAY,KERALA,PALAKKAD,563,Palakkad,Kerala,exact_state,100
PMJAY,KERALA,PATHANAMTHITTA,564,Pathanamthitta,Kerala,exact_state,100
PMJAY,KERALA,THIRUVANANTHAPURAM,565,Thiruvananthapuram,Kerala,exact_state,100
PMJAY,KERALA,THRISSUR,566,Thrissur,Kerala,exact_state,100
PMJAY,KERALA,WAYANAD,567,Wayanad,Kerala,exact_state,100
PMJAY,LADAKH,KARGIL,6,Kargil,Ladakh,exact_state,100
PMJAY,LADAKH,LEH LADAKH,9,Leh Ladakh,Ladakh,exact_state,100
PMJAY,LAKSHADWEEP,LAKSHADWEEP,553,Lakshadweep District,Lakshadweep,alias_exact,100
PMJAY,MADHYA PRADESH,AGAR MALWA,667,Agar-Malwa,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,ALIRAJPUR,639,Alirajpur,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,ANUPPUR,390,Anuppur,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,ASHOK NAGAR,391,Ashoknagar,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,BALAGHAT,392,Balaghat,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,BARWANI,393,Barwani,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,BETUL,394,Betul,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,BHIND,395,Bhind,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,BHOPAL,396,Bhopal,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,BURHANPUR,397,Burhanpur,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,CHHATARPUR,398,Chhatarpur,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,CHHINDWARA,399,Chhindwara,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,DAMOH,400,Damoh,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,DATIA,401,Datia,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,DEWAS,402,Dewas,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,DHAR,403,Dhar,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,DINDORI,404,Dindori,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,GUNA,406,Guna,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,GWALIOR,407,Gwalior,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,HARDA,408,Harda,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,HOSHANGABAD,409,Narmadapuram,Madhya Pradesh,alias_exact,100
PMJAY,MADHYA PRADESH,INDORE,410,Indore,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,JABALPUR,411,Jabalpur,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,JHABUA,412,Jhabua,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,KATNI,413,Katni,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,KHANDWA,405,Khandwa (East Nimar),Madhya Pradesh,alias_exact,100
PMJAY,MADHYA PRADESH,KHARGONE,414,Khargone (West Nimar),Madhya Pradesh,alias_exact,100
PMJAY,MADHYA PRADESH,MANDLA,415,Mandla,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,MANDSAUR,416,Mandsaur,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,MORENA,417,Morena,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,NARSINGHPUR,418,Narsimhapur,Madhya Pradesh,alias_exact,100
PMJAY,MADHYA PRADESH,NEEMUCH,419,Neemuch,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,PANNA,420,Panna,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,RAISEN,421,Raisen,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,RAJGARH,422,Rajgarh,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,RATLAM,423,Ratlam,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,REWA,424,Rewa,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SAGAR,425,Sagar,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SATNA,426,Satna,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SEHORE,427,Sehore,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SEONI,428,Seoni,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SHAHDOL,429,Shahdol,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SHAJAPUR,430,Shajapur,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SHEOPUR,431,Sheopur,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SHIVPURI,432,Shivpuri,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SIDHI,433,Sidhi,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,SINGRAULI,638,Singrauli,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,TIKAMGARH,434,Tikamgarh,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,UJJAIN,435,Ujjain,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,UMARIA,436,Umaria,Madhya Pradesh,exact_state,100
PMJAY,MADHYA PRADESH,VIDISHA,437,Vidisha,Madhya Pradesh,exact_state,100
PMJAY,MAHARASHTRA,AHMED NAGAR,466,Ahmednagar,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,AKOLA,467,Akola,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,AMRAVATI,468,Amravati,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,AURANGABAD,469,Chhatrapati Sambhajinagar,Maharashtra,alias_exact,100
PMJAY,MAHARASHTRA,BEED,470,Beed,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,BHANDARA,471,Bhandara,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,BULDHANA,472,Buldhana,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,CHANDRAPUR,473,Chandrapur,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,DHULE,474,Dhule,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,GADCHIROLI,475,Gadchiroli,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,GONDIA,476,Gondia,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,HINGOLI,477,Hingoli,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,JALGAON,478,Jalgaon,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,JALNA,479,Jalna,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,KOLHAPUR,480,Kolhapur,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,LATUR,481,Latur,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,MUMBAI,482,Mumbai,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,MUMBAI SUBURBAN,483,Mumbai Suburban,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,NAGPUR,484,Nagpur,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,NANDED,485,Nanded,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,NANDURBAR,486,Nandurbar,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,NASHIK,487,Nashik,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,OSMANABAD,488,Dharashiv,Maharashtra,alias_exact,100
PMJAY,MAHARASHTRA,PALGHAR,665,Palghar,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,PARBHANI,489,Parbhani,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,PUNE,490,Pune,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,RAIGARH(MH),491,Raigad,Maharashtra,alias_exact,100
PMJAY,MAHARASHTRA,RATNAGIRI,492,Ratnagiri,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,SANGLI,493,Sangli,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,SATARA,494,Satara,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,SINDHUDURG,495,Sindhudurg,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,SOLAPUR,496,Solapur,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,THANE,497,Thane,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,WARDHA,498,Wardha,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,WASHIM,499,Washim,Maharashtra,exact_state,100
PMJAY,MAHARASHTRA,YAVATMAL,500,Yavatmal,Maharashtra,exact_state,100
PMJAY,MANIPUR,BISHNUPUR,252,Bishnupur,Manipur,exact_state,100
PMJAY,MANIPUR,CHANDEL,253,Chandel,Manipur,exact_state,100
PMJAY,MANIPUR,CHURACHANDPUR,254,Churachandpur,Manipur,exact_state,100
PMJAY,MANIPUR,IMPHAL EAST,255,Imphal East,Manipur,exact_state,100
PMJAY,MANIPUR,IMPHAL WEST,256,Imphal West,Manipur,exact_state,100
PMJAY,MANIPUR,JIRIBAM,713,Jiribam,Manipur,exact_state,100
PMJAY,MANIPUR,KAKCHING,711,Kakching,Manipur,exact_state,100
PMJAY,MANIPUR,KAMJONG,717,Kamjong,Manipur,exact_state,100
PMJAY,MANIPUR,KANGPOKPI,712,Kangpokpi,Manipur,exact_state,100
PMJAY,MANIPUR,NONEY,714,Noney,Manipur,exact_state,100
PMJAY,MANIPUR,PHERZAWL,715,Pherzawl,Manipur,exact_state,100
PMJAY,MANIPUR,SENAPATI,257,Senapati,Manipur,exact_state,100
PMJAY,MANIPUR,TAMENGLONG,258,Tamenglong,Manipur,exact_state,100
PMJAY,MANIPUR,TENGNOUPAL,716,Tengnoupal,Manipur,exact_state,100
PMJAY,MANIPUR,THOUBAL,259,Thoubal,Manipur,exact_state,100
PMJAY,MANIPUR,UKHRUL,260,Ukhrul,Manipur,exact_state,100
PMJAY,MEGHALAYA,EAST GARO HILLS,273,East Garo Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,EAST JAINTIA HILLS,657,East Jaintia Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,EAST KHASI HILLS,274,East Khasi Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,NORTH GARO HILLS,656,North Garo Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,RI BHOI,276,Ri Bhoi,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,SOUTH GARO HILLS,277,South Garo Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,SOUTH WEST GARO HILLS,663,South West Garo Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,SOUTH WEST KHASI HILLS,658,South West Khasi Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,WEST GARO HILLS,278,West Garo Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,WEST JAINTIA HILLS,275,West Jaintia Hills,Meghalaya,exact_state,100
PMJAY,MEGHALAYA,WEST KHASI HILLS,279,West Khasi Hills,Meghalaya,exact_state,100
PMJAY,MIZORAM,AIZAWL,261,Aizawl,Mizoram,exact_state,100
PMJAY,MIZORAM,CHAMPHAI,262,Champhai,Mizoram,exact_state,100
PMJAY,MIZORAM,KOLASIB,263,Kolasib,Mizoram,exact_state,100
PMJAY,MIZORAM,LAWNGTLAI,264,Lawngtlai,Mizoram,exact_state,100
PMJAY,MIZORAM,LUNGLEI,265,Lunglei,Mizoram,exact_state,100
PMJAY,MIZORAM,MAMMIT,266,Mamit,Mizoram,fuzzy_state,90
PMJAY,MIZORAM,SAIHA,267,Siaha,Mizoram,alias_exact,100
PMJAY,MIZORAM,SERCHHIP,268,Serchhip,Mizoram,exact_state,100
PMJAY,NAGALAND,DIMAPUR,244,Dimapur,Nagaland,exact_state,100
PMJAY,NAGALAND,KIPHIRE,614,Kiphire,Nagaland,exact_state,100
PMJAY,NAGALAND,KOHIMA,245,Kohima,Nagaland,exact_state,100
PMJAY,NAGALAND,LONGLENG,615,Longleng,Nagaland,exact_state,100
PMJAY,NAGALAND,MOKOKCHUNG,246,Mokokchung,Nagaland,exact_state,100
PMJAY,NAGALAND,MON,247,Mon,Nagaland,exact_state,100
PMJAY,NAGALAND,PEREN,613,Peren,Nagaland,exact_state,100
PMJAY,NAGALAND,PHEK,248,Phek,Nagaland,exact_state,100
PMJAY,NAGALAND,TUENSANG,249,Tuensang,Nagaland,exact_state,100
PMJAY,NAGALAND,WOKHA,250,Wokha,Nagaland,exact_state,100
PMJAY,NAGALAND,ZUNHEBOTTO,251,Zunheboto,Nagaland,fuzzy_state,94
PMJAY,NCT OF Delhi,CENTRAL DELHI,77,Central,Delhi,alias_exact,100
PMJAY,NCT OF Delhi,EAST DELHI,78,East,Delhi,alias_exact,100
PMJAY,NCT OF Delhi,NEW DELHI,79,New Delhi,Delhi,exact_state,100
PMJAY,NCT OF Delhi,NORTH DELHI,80,North,Delhi,alias_exact,100
PMJAY,NCT OF Delhi,NORTH WEST DELHI,82,North West,Delhi,alias_exact,100
PMJAY,NCT OF Delhi,SOUTH DELHI,83,South,Delhi,alias_exact,100
PMJAY,NCT OF Delhi,SOUTH EAST DELHI,670,South East,Delhi,alias_exact,100
PMJAY,NCT OF Delhi,SOUTH WEST DELHI,84,South West,Delhi,alias_exact,100
PMJAY,NCT OF Delhi,WEST DELHI,85,West,Delhi,alias_exact,100
PMJAY,ODISHA,ANGUL,344,Anugul,Odisha,alias_exact,100
PMJAY,ODISHA,JAGATSINGHAPUR,355,Jagatsinghapur,Odisha,exact_state,100
PMJAY,ODISHA,JHARSUGUDA,357,Jharsuguda,Odisha,exact_state,100
PMJAY,ODISHA,KHORDA,362,Khordha,Odisha,fuzzy_state,92
PMJAY,ODISHA,SAMBALPUR,371,Sambalpur,Odisha,exact_state,100
PMJAY,ODISHA,SUNDERGARH,373,Sundargarh,Odisha,fuzzy_state,90
PMJAY,PUDUCHERRY,KARAIKAL,598,Karaikal,Puducherry,exact_state,100
PMJAY,PUDUCHERRY,MAHE,599,Mahe,Puducherry,exact_state,100
PMJAY,PUDUCHERRY,PONDICHERRY,600,Puducherry,Puducherry,alias_exact,100
PMJAY,PUDUCHERRY,YANAM,601,Yanam,Puducherry,exact_state,100
PMJAY,PUNJAB,AMRITSAR,27,Amritsar,Punjab,exact_state,100
PMJAY,PUNJAB,BARNALA,605,Barnala,Punjab,exact_state,100
PMJAY,PUNJAB,BATHINDA,28,Bathinda,Punjab,exact_state,100
PMJAY,PUNJAB,FARIDKOT,29,Faridkot,Punjab,exact_state,100
PMJAY,PUNJAB,FATEHGARH SAHIB,30,Fatehgarh Sahib,Punjab,exact_state,100
PMJAY,PUNJAB,FAZILKA,651,Fazilka,Punjab,exact_state,100
PMJAY,PUNJAB,FIROZPUR,31,Ferozepur,Punjab,alias_exact,100
PMJAY,PUNJAB,GURDASPUR,32,Gurdaspur,Punjab,exact_state,100
PMJAY,PUNJAB,HOSHIARPUR,33,Hoshiarpur,Punjab,exact_state,100
PMJAY,PUNJAB,JALANDHAR,34,Jalandhar,Punjab,exact_state,100
PMJAY,PUNJAB,KAPURTHALA,35,Kapurthala,Punjab,exact_state,100
PMJAY,PUNJAB,LUDHIANA,36,Ludhiana,Punjab,exact_state,100
PMJAY,PUNJAB,MALERKOTLA,737,Malerkotla,Punjab,exact_state,100
PMJAY,PUNJAB,MANSA,37,Mansa,Punjab,exact_state,100
PMJAY,PUNJAB,MOGA,38,Moga,Punjab,exact_state,100
PMJAY,PUNJAB,MUKTSAR,39,Sri Muktsar Sahib,Punjab,alias_exact,100
PMJAY,PUNJAB,PATHANKOT,662,Pathankot,Punjab,exact_state,100
PMJAY,PUNJAB,PATIALA,41,Patiala,Punjab,exact_state,100
PMJAY,PUNJAB,RUPNAGAR,42,Rupnagar,Punjab,exact_state,100
PMJAY,PUNJAB,S.A.S Nagar,608,S.A.S Nagar,Punjab,exact_state,100
PMJAY,PUNJAB,SANGRUR,43,Sangrur,Punjab,exact_state,100
PMJAY,PUNJAB,Shahid Bhagat Singh Nagar,40,Shahid Bhagat Singh Nagar,Punjab,exact_state,100
PMJAY,PUNJAB,Tarn Taran,609,Tarn Taran,Punjab,exact_state,100
PMJAY,RAJASTHAN,AJMER,86,Ajmer,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,ALWAR,87,Alwar,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,BANSWARA,88,Banswara,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,BARAN,89,Baran,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,BARMER,90,Barmer,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,BHARATPUR,91,Bharatpur,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,BHILWARA,92,Bhilwara,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,BIKANER,93,Bikaner,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,BUNDI,94,Bundi,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,CHITTORGARH,95,Chittorgarh,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,CHURU,96,Churu,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,DAUSA,97,Dausa,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,DHOLPUR,98,Dholpur,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,DUNGARPUR,99,Dungarpur,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,GANGANAGAR,100,Ganganagar,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,HANUMANGARH,101,Hanumangarh,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,JAIPUR,102,Jaipur,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,JAISALMER,103,Jaisalmer,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,JALOR,104,Jalore,Rajasthan,fuzzy_state,90
PMJAY,RAJASTHAN,JHALAWAR,105,Jhalawar,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,JHUJHUNU,106,Jhunjhunu,Rajasthan,fuzzy_state,94
PMJAY,RAJASTHAN,JODHPUR,107,Jodhpur,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,KARAULI,108,Karauli,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,KOTA,109,Kota,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,NAGAUR,110,Nagaur,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,PALI,111,Pali,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,PRATAPGARH,629,Pratapgarh,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,RAJSAMAND,112,Rajsamand,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,SAWAI MADHOPUR,113,Sawai Madhopur,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,SIKAR,114,Sikar,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,SIROHI,115,Sirohi,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,TONK,116,Tonk,Rajasthan,exact_state,100
PMJAY,RAJASTHAN,UDAIPUR,117,Udaipur,Rajasthan,exact_state,100
PMJAY,SIKKIM,East Sikkim,225,Gangtok,Sikkim,alias_exact,100
PMJAY,SIKKIM,North Sikkim,226,Mangan,Sikkim,alias_exact,100
PMJAY,SIKKIM,Pakyong,741,Pakyong,Sikkim,exact_state,100
PMJAY,SIKKIM,Soreng,742,Soreng,Sikkim,exact_state,100
PMJAY,SIKKIM,South Sikkim,227,Namchi,Sikkim,alias_exact,100
PMJAY,SIKKIM,West Sikkim,228,Gyalshing,Sikkim,alias_exact,100
PMJAY,TAMIL NADU,Ariyalur,610,Ariyalur,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,CHENNAI,568,Chennai,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,COIMBATORE,569,Coimbatore,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,CUDDALORE,570,Cuddalore,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,Chengalpattu,730,Chengalpattu,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,DHARMAPURI,571,Dharmapuri,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,DINDIGUL,572,Dindigul,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,ERODE,573,Erode,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,KANCHIPURAM,574,Kancheepuram,Tamil Nadu,alias_exact,100
PMJAY,TAMIL NADU,KARUR,576,Karur,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,KRISHNAGIRI,577,Krishnagiri,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,Kallakurichi,729,Kallakurichi,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,Kanyakumari,575,Kanniyakumari,Tamil Nadu,fuzzy_state,91
PMJAY,TAMIL NADU,MADURAI,578,Madurai,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,Mayiladuthurai,735,Mayiladuthurai,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,NAGAPATTINAM,579,Nagapattinam,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,NAMAKKAL,580,Namakkal,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,Nilgiris,587,The Nilgiris,Tamil Nadu,alias_exact,100
PMJAY,TAMIL NADU,PERAMBALUR,581,Perambalur,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,PUDUKKOTTAI,582,Pudukkottai,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,RAMANATHAPURAM,583,Ramanathapuram,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,Ranipet,731,Ranipet,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,SALEM,584,Salem,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,SIVAGANGA,585,Sivaganga,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,THANJAVUR,586,Thanjavur,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,THENI,588,Theni,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,TIRUCHIRAPPALLI,591,Tiruchirappalli,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,TIRUNELVELI,592,Tirunelveli,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,TIRUPPUR,634,Tiruppur,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,TIRUVANNAMALAI,593,Tiruvannamalai,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,TUTICORIN,594,Thoothukkudi,Tamil Nadu,alias_exact,100
PMJAY,TAMIL NADU,Tenkasi,733,Tenkasi,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,Tirupathur,732,Tirupathur,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,Tiruvallur,589,Thiruvallur,Tamil Nadu,fuzzy_state,95
PMJAY,TAMIL NADU,Tiruvarur,590,Thiruvarur,Tamil Nadu,fuzzy_state,94
PMJAY,TAMIL NADU,VELLORE,595,Vellore,Tamil Nadu,exact_state,100
PMJAY,TAMIL NADU,VILLUPURAM,596,Viluppuram,Tamil Nadu,alias_exact,100
PMJAY,TAMIL NADU,VIRUDHUNAGAR,597,Virudhunagar,Tamil Nadu,exact_state,100
PMJAY,TELANGANA,ADILABAD,501,Adilabad,Telangana,exact_state,100
PMJAY,TELANGANA,BHADRADRI KOTHAGUDEM,690,Bhadradri Kothagudem,Telangana,exact_state,100
PMJAY,TELANGANA,HYDERABAD,507,Hyderabad,Telangana,exact_state,100
PMJAY,TELANGANA,JANGOAN,689,Jangoan,Telangana,exact_state,100
PMJAY,TELANGANA,JAYASHANKAR BHUPALAPALLY,687,Jayashankar Bhupalapally,Telangana,exact_state,100
PMJAY,TELANGANA,JOGULAMBA GADWAL,695,Jogulamba Gadwal,Telangana,exact_state,100
PMJAY,TELANGANA,Jagitial,681,Jagitial,Telangana,exact_state,100
PMJAY,TELANGANA,KAMAREDDY,685,Kamareddy,Telangana,exact_state,100
PMJAY,TELANGANA,KARIMNAGAR,508,Karimnagar,Telangana,exact_state,100
PMJAY,TELANGANA,KHAMMAM,509,Khammam,Telangana,exact_state,100
PMJAY,TELANGANA,KUMURAM BHEEM ASIFABAD,699,Kumuram Bheem Asifabad,Telangana,exact_state,100
PMJAY,TELANGANA,MAHABUBABAD,688,Mahabubabad,Telangana,exact_state,100
PMJAY,TELANGANA,MAHABUBNAGAR,512,Mahabubnagar,Telangana,exact_state,100
PMJAY,TELANGANA,MANCHERIAL,684,Mancherial,Telangana,exact_state,100
PMJAY,TELANGANA,MEDAK,513,Medak,Telangana,exact_state,100
PMJAY,TELANGANA,MEDCHAL MALKAJGIRI,700,Medchal Malkajgiri,Telangana,exact_state,100
PMJAY,TELANGANA,Mulugu,720,Mulugu,Telangana,exact_state,100
PMJAY,TELANGANA,NAGARKURNOOL,694,Nagarkurnool,Telangana,exact_state,100
PMJAY,TELANGANA,NALGONDA,514,Nalgonda,Telangana,exact_state,100
PMJAY,TELANGANA,NIZAMABAD,516,Nizamabad,Telangana,exact_state,100
PMJAY,TELANGANA,Narayanpet,721,Narayanpet,Telangana,exact_state,100
PMJAY,TELANGANA,Nirmal,680,Nirmal,Telangana,exact_state,100
PMJAY,TELANGANA,PEDDAPALLI,682,Peddapalli,Telangana,exact_state,100
PMJAY,TELANGANA,RAJANNA SIRCILLA,683,Rajanna Sircilla,Telangana,exact_state,100
PMJAY,TELANGANA,RANGA REDDY,518,Ranga Reddy,Telangana,exact_state,100
PMJAY,TELANGANA,SANGAREDDY,691,Sangareddy,Telangana,exact_state,100
PMJAY,TELANGANA,SIDDIPET,692,Siddipet,Telangana,exact_state,100
PMJAY,TELANGANA,SURYAPET,696,Suryapet,Telangana,exact_state,100
PMJAY,TELANGANA,VIKARABAD,698,Vikarabad,Telangana,exact_state,100
PMJAY,TELANGANA,WANAPARTHY,693,Wanaparthy,Telangana,exact_state,100
PMJAY,TELANGANA,WARANGAL RURAL,522,Warangal,Telangana,alias_exact,100
PMJAY,TELANGANA,WARANGAL URBAN,686,Hanumakonda,Telangana,alias_exact,100
