shapeID,shapeName,assigned_state,state_method,district_code,resolve_method,resolve_score,frame_name,frame_state
76128533B63117839967753,South Goa,Goa,centroid,552,exact_state,100,South Goa,Goa
76128533B93113981386565,Ahmadabad,Gujarat,centroid,438,alias_exact,100,Ahmedabad,Gujarat
76128533B43737470294384,Amreli,Gujarat,centroid,439,exact_state,100,Amreli,Gujarat
76128533B69438085511257,Anand,Gujarat,centroid,440,exact_state,100,Anand,Gujarat
76128533B62153454383166,Aravali,Gujarat,centroid,672,alias_exact,100,Arvalli,Gujarat
76128533B52902360321344,Banas Kantha,Gujarat,centroid,441,exact_state,100,Banas Kantha,Gujarat
76128533B48885555323596,Batod,Gujarat,centroid,676,alias_exact,100,Botad,Gujarat
76128533B63599385776584,Bharuch,Gujarat,centroid,442,exact_state,100,Bharuch,Gujarat
76128533B93450974047240,Bhavnagar,Gujarat,centroid,443,exact_state,100,Bhavnagar,Gujarat
76128533B69417260894674,Chhota Udaipur,Gujarat,centroid,668,alias_exact,100,Chhotaudepur,Gujarat
76128533B43252171579976,Dadra & Nagar Haveli,Gujarat,centroid,465,exact_name_india,97,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu
76128533B74381554567803,Devbhumi Dwarka,Gujarat,centroid,674,exact_state,100,Devbhumi Dwarka,Gujarat
76128533B70576899889534,Dohad,Gujarat,centroid,445,alias_exact,100,Dahod,Gujarat
76128533B7606365706860,Gandhinagar,Gujarat,centroid,446,exact_state,100,Gandhinagar,Gujarat
76128533B45037556977273,Gir Somnath,Gujarat,centroid,675,exact_state,100,Gir Somnath,Gujarat
76128533B35205406647638,Jamnagar,Gujarat,centroid,447,exact_state,100,Jamnagar,Gujarat
76128533B40923846274136,Junagadh,Gujarat,centroid,448,exact_state,100,Junagadh,Gujarat
76128533B91881382098572,Kachchh,Gujarat,centroid,449,exact_state,100,Kachchh,Gujarat
76128533B39046535416628,Kheda,Gujarat,centroid,450,exact_state,100,Kheda,Gujarat
76128533B81661995166840,Mahesana,Gujarat,centroid,451,exact_state,100,Mahesana,Gujarat
76128533B49615943426842,Mahisagar,Gujarat,centroid,669,exact_state,100,Mahisagar,Gujarat
