hospital_ref,district_code,state,hospital_type,basic_tier,specialties
HOSP-03647,555,KERALA,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03648,107,RAJASTHAN,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery|urology
HOSP-03649,378,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|medical_oncology|neurosurgery|oral_maxillofacial|orthopaedics|surgical_oncology
HOSP-03650,631,KARNATAKA,Public,False,emergency_room|general_medicine|urology
HOSP-03651,506,ANDHRA PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|orthopaedics|polytrauma|urology
HOSP-03652,510,ANDHRA PRADESH,Public,True,
HOSP-03653,607,JHARKHAND,Public,False,emergency_room|general_medicine|general_surgery|mental_disorders|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-03654,160,UTTAR PRADESH,Public,True,general_medicine
HOSP-03655,187,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|urology
HOSP-03656,515,ANDHRA PRADESH,Public,True,
HOSP-03657,592,TAMIL NADU,Public,False,
HOSP-03658,50,UTTARAKHAND,Public,True,
HOSP-03659,518,TELANGANA,Public,False,
HOSP-03660,386,CHHATTISGARH,Public,False,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics
HOSP-03661,745,ANDHRA PRADESH,Public,True,
HOSP-03662,72,HARYANA,Public,True,emergency_room|general_medicine|neonatal|obgyn|paediatric_medicine
HOSP-03663,378,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|urology
HOSP-03664,506,ANDHRA PRADESH,Private(For Profit),False,cardiology|ctvs
HOSP-03665,527,KARNATAKA,Public,True,
HOSP-03666,529,KARNATAKA,Public,True,
HOSP-03667,148,UTTAR PRADESH,Public,True,general_medicine|general_surgery|obgyn
HOSP-03668,470,MAHARASHTRA,Private(For Profit),False,
HOSP-03669,572,TAMIL NADU,Public,False,
HOSP-03670,550,KARNATAKA,Public,False,
HOSP-03671,287,ASSAM,Public,True,ent|obgyn|oral_maxillofacial|paediatric_medicine
HOSP-03672,107,RAJASTHAN,Private(For Profit),False,
HOSP-03673,527,KARNATAKA,Private(For Profit),False,
HOSP-03674,200,BIHAR,Public,False,paediatric_medicine
HOSP-03675,506,ANDHRA PRADESH,Public,True,
HOSP-03676,690,TELANGANA,Public,False,general_surgery|oral_maxillofacial|paediatric_medicine
HOSP-03677,272,TRIPURA,Private(For Profit),False,emergency_room|general_surgery|neonatal|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-03678,432,MADHYA PRADESH,Private(For Profit),False,general_surgery|orthopaedics|urology
HOSP-03679,178,UTTAR PRADESH,Public,True,emergency_room|general_medicine|general_surgery
HOSP-03680,65,HARYANA,Public,False,emergency_room|general_medicine|obgyn|ophthalmology|oral_maxillofacial
HOSP-03681,636,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03682,475,MAHARASHTRA,Public,False,
HOSP-03683,515,ANDHRA PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|polytrauma
HOSP-03684,497,MAHARASHTRA,Private(For Profit),False,
HOSP-03685,62,HARYANA,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma
HOSP-03686,391,MADHYA PRADESH,Public,True,emergency_room|general_medicine
HOSP-03687,547,KARNATAKA,Public,False,
HOSP-03688,125,UTTAR PRADESH,Public,True,general_medicine
HOSP-03689,87,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-03690,619,HARYANA,Public,True,emergency_room|general_medicine|obgyn|paediatric_medicine
HOSP-03691,634,TAMIL NADU,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|obgyn
HOSP-03692,132,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03693,581,TAMIL NADU,Public,False,
HOSP-03694,450,GUJARAT,Private(For Profit),False,obgyn|orthopaedics|polytrauma
HOSP-03695,93,RAJASTHAN,Public,True,
HOSP-03696,114,RAJASTHAN,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-03697,187,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03698,568,TAMIL NADU,Private(For Profit),False,
HOSP-03699,245,NAGALAND,Private(Not For Profit),False,general_medicine|general_surgery|medical_oncology|neurosurgery|obgyn|surgical_oncology
HOSP-03700,686,TELANGANA,Private(For Profit),False,medical_oncology|radiation_oncology|surgical_oncology
HOSP-03701,132,UTTAR PRADESH,Public,False,general_medicine
HOSP-03702,153,UTTAR PRADESH,Private(For Profit),False,cardiology|ctvs|ent|general_medicine|neurosurgery|oral_maxillofacial|orthopaedics|plastic_surgery
HOSP-03703,385,CHHATTISGARH,Private(For Profit),False,general_medicine|general_surgery|obgyn
HOSP-03704,654,TRIPURA,Public,False,burns|emergency_room|ent|general_medicine|general_surgery|mental_disorders|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery
HOSP-03705,322,JHARKHAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03706,594,TAMIL NADU,Public,False,
HOSP-03707,164,UTTAR PRADESH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03708,558,KERALA,Public,False,general_medicine
HOSP-03709,18,HIMACHAL PRADESH,Private(For Profit),False,general_medicine|general_surgery
HOSP-03710,52,UTTARAKHAND,Private(For Profit),False,ophthalmology
HOSP-03711,378,CHHATTISGARH,Private(For Profit),False,ent|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-03712,511,ANDHRA PRADESH,Public,True,
HOSP-03713,38,PUNJAB,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|urology
HOSP-03714,108,RAJASTHAN,Public,False,
HOSP-03715,505,ANDHRA PRADESH,Private(For Profit),False,
HOSP-03716,545,KARNATAKA,Public,True,
HOSP-03717,584,TAMIL NADU,Private(For Profit),False,
HOSP-03718,97,RAJASTHAN,Public,True,
HOSP-03719,88,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-03720,635,KARNATAKA,Public,False,
HOSP-03721,69,HARYANA,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine|polytrauma|urology
HOSP-03722,387,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|medical_oncology|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|surgical_oncology
HOSP-03723,387,CHHATTISGARH,Private(For Profit),False,general_surgery
HOSP-03724,700,TELANGANA,Private(For Profit),False,
HOSP-03725,107,RAJASTHAN,Public,False,
HOSP-03726,50,UTTARAKHAND,Private(Not For Profit),False,cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-03727,511,ANDHRA PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|polytrauma
HOSP-03728,760,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|paediatric_medicine
HOSP-03729,587,TAMIL NADU,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03730,91,RAJASTHAN,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03731,580,TAMIL NADU,Public,True,
HOSP-03732,522,TELANGANA,Public,True,
HOSP-03733,148,UTTAR PRADESH,Public,True,general_medicine
HOSP-03734,445,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03735,144,UTTAR PRADESH,Private(Not For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-03736,111,RAJASTHAN,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery
HOSP-03737,50,UTTARAKHAND,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-03738,587,TAMIL NADU,Public,False,
HOSP-03739,161,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-03740,442,GUJARAT,GOI,False,emergency_room|general_medicine|general_surgery|oral_maxillofacial|paediatric_medicine
HOSP-03741,580,TAMIL NADU,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|neurosurgery|obgyn|orthopaedics|paediatric_medicine|plastic_surgery|urology
HOSP-03742,74,HARYANA,Public,True,emergency_room|general_medicine|obgyn
HOSP-03743,152,UTTAR PRADESH,Public,True,emergency_room|general_medicine|general_surgery
HOSP-03744,544,KARNATAKA,Public,True,
HOSP-03745,550,KARNATAKA,Public,True,
HOSP-03746,566,KERALA,Public,False,general_medicine|general_surgery|medical_oncology|radiation_oncology|surgical_oncology
HOSP-03747,134,UTTAR PRADESH,Private(For Profit),False,general_surgery
HOSP-03748,525,KARNATAKA,Public,True,
HOSP-03749,437,MADHYA PRADESH,Private(For Profit),False,general_medicine
HOSP-03750,380,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03751,504,ANDHRA PRADESH,Private(For Profit),False,
HOSP-03752,544,KARNATAKA,Public,True,
HOSP-03753,651,PUNJAB,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-03754,100,RAJASTHAN,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn
HOSP-03755,167,UTTAR PRADESH,Private(For Profit),False,general_surgery|urology
HOSP-03756,517,ANDHRA PRADESH,Private(For Profit),False,paediatric_medicine|paediatric_surgery
HOSP-03757,461,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03758,573,TAMIL NADU,Public,False,
HOSP-03759,530,KARNATAKA,Private(Not For Profit),False,
HOSP-03760,120,UTTAR PRADESH,Public,True,general_medicine
HOSP-03761,32,PUNJAB,Private(Not For Profit),False,general_medicine|general_surgery|obgyn|urology
HOSP-03762,545,KARNATAKA,Public,False,
HOSP-03763,390,MADHYA PRADESH,Public,True,emergency_room|general_medicine
HOSP-03764,498,MAHARASHTRA,Public,False,burns|cardiology|ent|general_medicine|general_surgery|mental_disorders|obgyn|orthopaedics|plastic_surgery|radiation_oncology|surgical_oncology|urology
HOSP-03765,396,MADHYA PRADESH,Private(For Profit),False,general_medicine|general_surgery|orthopaedics|plastic_surgery|urology
HOSP-03766,102,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-03767,177,UTTAR PRADESH,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|orthopaedics|polytrauma|urology
HOSP-03768,381,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-03769,653,TRIPURA,Public,True,emergency_room
HOSP-03770,180,UTTAR PRADESH,Public,True,general_medicine
HOSP-03771,455,GUJARAT,Public,True,emergency_room|general_medicine|obgyn|paediatric_medicine
HOSP-03772,381,CHHATTISGARH,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-03773,123,UTTAR PRADESH,Public,True,general_medicine|general_surgery|obgyn
HOSP-03774,180,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03775,470,MAHARASHTRA,Public,False,burns|emergency_room|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-03776,170,UTTAR PRADESH,Public,True,general_medicine|general_surgery|obgyn
HOSP-03777,329,JHARKHAND,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-03778,409,MADHYA PRADESH,Private(For Profit),False,orthopaedics
HOSP-03779,110,RAJASTHAN,Private(For Profit),False,
HOSP-03780,538,KARNATAKA,Public,True,
HOSP-03781,460,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03782,546,KARNATAKA,Private(For Profit),False,
HOSP-03783,529,KARNATAKA,Public,True,
HOSP-03784,443,GUJARAT,Private(For Profit),False,neonatal|obgyn|orthopaedics|paediatric_medicine|polytrauma
HOSP-03785,210,BIHAR,Public,True,general_surgery
HOSP-03786,530,KARNATAKA,Public,True,
HOSP-03787,148,UTTAR PRADESH,Private(For Profit),False,cardiology|ent|general_medicine|general_surgery|neurosurgery|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|urology
HOSP-03788,530,KARNATAKA,Public,True,
HOSP-03789,324,JHARKHAND,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-03790,75,HARYANA,Public,True,emergency_room|general_medicine|general_surgery|obgyn|oral_maxillofacial
HOSP-03791,560,KERALA,Public,True,emergency_room|general_medicine
HOSP-03792,123,UTTAR PRADESH,Public,True,general_medicine|obgyn
HOSP-03793,174,UTTAR PRADESH,Public,True,general_medicine
HOSP-03794,545,KARNATAKA,Public,False,
HOSP-03795,167,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-03796,411,MADHYA PRADESH,Private(For Profit),False,ophthalmology
HOSP-03797,132,UTTAR PRADESH,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|polytrauma|urology
HOSP-03798,150,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03799,519,ANDHRA PRADESH,Private(For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-03800,538,KARNATAKA,Public,False,
HOSP-03801,507,TELANGANA,Public,False,
HOSP-03802,183,UTTAR PRADESH,Private(Not For Profit),False,general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-03803,524,KARNATAKA,Public,True,
HOSP-03804,656,MEGHALAYA,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-03805,525,KARNATAKA,Public,False,burns|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_cancer|paediatric_surgery|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-03806,460,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03807,518,TELANGANA,Private(For Profit),False,
HOSP-03808,527,KARNATAKA,Private(For Profit),False,ent|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|orthopaedics|paediatric_surgery|urology
HOSP-03809,505,ANDHRA PRADESH,Public,True,
HOSP-03810,150,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-03811,93,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-03812,145,UTTAR PRADESH,Public,True,general_medicine
HOSP-03813,675,GUJARAT,Public,True,emergency_room|general_medicine
HOSP-03814,385,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn|ophthalmology
HOSP-03815,545,KARNATAKA,Public,False,
HOSP-03816,462,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-03817,13,JAMMU AND KASHMIR,Private(For Profit),False,general_medicine|urology
HOSP-03818,387,CHHATTISGARH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|polytrauma|urology
HOSP-03819,507,TELANGANA,Public,False,
HOSP-03820,118,UTTAR PRADESH,Private(For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|medical_oncology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery|surgical_oncology|urology
HOSP-03821,449,GUJARAT,,False,cardiology|ctvs|interventional_neuroradiology|medical_oncology|radiation_oncology|surgical_oncology
HOSP-03822,530,KARNATAKA,Private(For Profit),False,
HOSP-03823,461,GUJARAT,Private(For Profit),False,ent
HOSP-03824,698,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-03825,527,KARNATAKA,Public,True,
HOSP-03826,697,TELANGANA,Public,False,ent|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-03827,160,UTTAR PRADESH,Public,True,general_medicine
HOSP-03828,545,KARNATAKA,Public,True,
HOSP-03829,521,ANDHRA PRADESH,Public,True,
HOSP-03830,647,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-03831,153,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|oral_maxillofacial|orthopaedics|urology
